epoch,fp,fc
750,0.42108176315987406,0.5789122159627732
751,0.40843937050551177,0.5915601201390381
752,0.4490906676146551,0.5508937253337354
753,0.4422132546346984,0.5577860373677686
754,0.4219080749154091,0.5780782553181052
755,0.41969644500961295,0.5803081604628824
756,0.428089135717164,0.5719048790982925
757,0.4577781636023428,0.5422006116327247
758,0.46187432412290946,0.5381299994699656
759,0.413157751057297,0.5868405745644122
760,0.4518486916393158,0.548149741969537
761,0.4607609386826516,0.5392385682754685
762,0.4534079320926685,0.5466045654774644
763,0.4438808305945713,0.5560879478236893
764,0.41483658928773365,0.5851643654797226
765,0.4099367707883357,0.5900435388926417
766,0.4264182948338566,0.5735705377953128
767,0.42220608039337093,0.5777995335636661
768,0.45173101288964973,0.5482611156976782
769,0.4255340307741426,0.5744615743577015
770,0.4668788778106682,0.5331185855425429
771,0.4854231904767221,0.5145731206377968
772,0.42053452337633646,0.5794674870284507
773,0.41123525519004034,0.5887642897060141
774,0.4039407315201242,0.5960510916169732
775,0.37537866851271245,0.6246289090206847
776,0.44048483935272087,0.5595106046815636
777,0.41109490605339033,0.5889097460848279
778,0.458395730170887,0.5416074863090762
779,0.4661389029372367,0.5338497380539775
780,0.44615366631856884,0.5538445904938272
781,0.4694012836320326,0.5306065003205731
782,0.4358488006121479,0.5641556199995102
783,0.4208364581792557,0.5791565178288147
784,0.4563687823193686,0.543621692127781
785,0.4604223591979826,0.5395751861925236
786,0.3951678094153613,0.6048195221228525
787,0.41879779360708197,0.5811999659519642
788,0.44816003170679325,0.5518321424198802
789,0.46929481992177896,0.5307102155685425
790,0.43598668252525385,0.5640051025454886
791,0.44485105924191887,0.5551509806985269
792,0.47341549415359624,0.5265793025164749
793,0.455489140782156,0.5445029925199925
794,0.42795668785576707,0.5720404566236539
795,0.41036667739361293,0.5896352928504348
796,0.47271482412761545,0.5272909942769911
797,0.45278958351816984,0.5472098116038251
798,0.36824433846384635,0.6317670524748974
799,0.4794762931196601,0.5205260930489749
800,0.44363092942207005,0.5563622542317899
801,0.4185797859878221,0.5814112779501011
802,0.4455318108850042,0.5544590456556762
803,0.4321107723237947,0.5678905016719363
804,0.453000065475062,0.5470070065860636
805,0.43779040190274826,0.562205258787144
806,0.4632123769930331,0.5367919690773124
807,0.42973705662967404,0.5702551434980705
808,0.4199805730205844,0.5800154759478755
809,0.41974069622519894,0.580259322039783
810,0.4234362530411454,0.5765425430564209
811,0.4240614426473621,0.575948993904749
812,0.4400149989785859,0.5599841854631086
813,0.43778377239126715,0.5622235096868826
814,0.4364465849682165,0.5635513082094258
815,0.42830342669039967,0.5716862918343395
816,0.4430557342711836,0.5569335682387464
817,0.4492944017634727,0.550721667897742
818,0.45139260472671594,0.5486149218786158
819,0.42025029347641973,0.5797507112938911
820,0.4582617212319747,0.5417252232349711
821,0.4478212916938355,0.5521703513333341
822,0.4015797736719833,0.5984133780646153
823,0.4520326381517225,0.5479721620120108
824,0.4622500630398281,0.5377520035533234
825,0.45015463316289245,0.5498421823442914
826,0.4373595554023632,0.5626503293495625
827,0.43463555277448906,0.565369399227202
828,0.4180043565448432,0.5819953521178104
829,0.43686409459187414,0.5631242522061802
830,0.399572835873405,0.6004376342054456
831,0.44775598914246073,0.5522211624425836
832,0.4780743067860021,0.5219263667520135
833,0.4131770453118224,0.5868225958339462
834,0.4727896977332421,0.5272039957576635
835,0.43656101124477575,0.5634362552926178
836,0.4585295744406176,0.5414471355872229
837,0.4546365403936943,0.5453559804405086
838,0.45429985067486994,0.5457003667065874
839,0.4211956641310826,0.5788019802654162
840,0.41445301255342204,0.5855470388731919
841,0.4339266609721926,0.5660705724230501
842,0.44609262585872783,0.5539085537291248
843,0.4300739839451853,0.5699100272514624
844,0.4623284720339871,0.5376703913649544
845,0.42472878998261876,0.5752734663791489
846,0.4584587250259938,0.5415540814911947
847,0.40664833080227253,0.5933448001660873
848,0.4635689221799839,0.5364201339310967
849,0.4680799132955144,0.531918576376047
850,0.41245420424398616,0.5875386830046773
851,0.4589244144962868,0.5410784947307548
852,0.4095738008411718,0.5904258318711072
853,0.461384916497409,0.5386185379713424
854,0.41227710383565863,0.5877132102358155
855,0.4009861154347891,0.5989966483972967
856,0.45287294722918886,0.5471039463765919
857,0.3840093934982724,0.6159500045049936
858,0.44101528048238836,0.558984258454293
859,0.4256291370120016,0.5743458638040465
860,0.4089837009162875,0.5910025778913405
861,0.40364294681792673,0.5963683707884048
862,0.46075693156610215,0.5392345460946671
863,0.4288430965448788,0.5711620363895782
864,0.4742287427039992,0.5257720541773597
865,0.4658011124143377,0.5341990171559154
866,0.42369026215439587,0.5762898984760977
867,0.42498028111236635,0.575013755899272
868,0.4345485631900374,0.5654532988590654
869,0.4431237055423844,0.5568791506678099
870,0.4194190741881175,0.5805641894775908
871,0.43476326171134133,0.5652202763030073
872,0.43854936060903127,0.5614602459105663
873,0.4448202806558402,0.5551802364806645
874,0.48105734822805973,0.5189418183779344
875,0.4630828279073467,0.5369127167476109
876,0.4437262268862105,0.5562579218996688
877,0.42146892518312595,0.5785298105585389
878,0.4343205077468156,0.5656844960106536
879,0.4492175293096807,0.5507582831126637
880,0.4399610640053288,0.5600252491676168
881,0.4482345047092531,0.5517755409295205
882,0.442503762714623,0.5574896489316598
883,0.43251445360074287,0.567478710678406
884,0.43304116247043567,0.5669540703599342
885,0.45120056912801376,0.5487974633963313
886,0.4390228845720412,0.5609763282025233
887,0.4679538380168378,0.5320514752250165
888,0.3864944956137333,0.6134981634671385
889,0.40682615434983743,0.5931662460323424
890,0.3947530900733545,0.6052357136667706
891,0.4084291507827584,0.5915707717952319
892,0.43026254321939633,0.5697452858125325
893,0.43569803113379746,0.564301889068447
