epoch,fp,fc
250,0.42008011526369954,0.5799210728274192
251,0.39777690333881766,0.6022235115477815
252,0.4675430915984907,0.5324457161704776
253,0.4001998856163118,0.5997971655149013
254,0.4212818174494896,0.5787225026078522
255,0.39787367278768215,0.6021237440383993
256,0.41484060007031076,0.5851625650119968
257,0.4445379281285568,0.5554610828490695
258,0.43147060805073123,0.5685298423236236
259,0.4009342578047654,0.5990684249904007
260,0.46808754893543664,0.5319104135839734
261,0.4578681973356288,0.5421329673519358
262,0.4550035545685387,0.5449953924433794
263,0.4451552125310991,0.5548458526574541
264,0.40087569494644415,0.5991178061859682
265,0.4042010612162994,0.5957923872768879
266,0.416678381228121,0.5833219264422951
267,0.42109873844055984,0.5789019306143746
268,0.43007474945370633,0.5699244344863109
269,0.4030412168633848,0.5969564998312853
270,0.47017011100950185,0.5298249538987875
271,0.4737200765652233,0.526270324580837
272,0.4294840486458816,0.5705097480939003
273,0.4056084015970919,0.5943851268664002
274,0.3794905384646245,0.6205026032309979
275,0.36225534042510843,0.6377433997095795
276,0.4283861888079991,0.571619841568172
277,0.38784221685305736,0.6121636381058488
278,0.4454480663218419,0.554557196405949
279,0.48106174967761034,0.5189375943312189
280,0.42941417027206624,0.5705605188288609
281,0.4345370755379554,0.5654653225303627
282,0.45151919223892034,0.5484857548336731
283,0.4108799692196772,0.5891280306107365
284,0.44666498938994664,0.5533300098904874
285,0.43792810471146365,0.5620714599324856
286,0.3915558791455351,0.6084438658226281
287,0.4164622123722802,0.5835384640563279
288,0.4426685901649762,0.5573277890766621
289,0.4362008310361125,0.5638019021367654
290,0.43719970497451865,0.5627964185783639
291,0.43748683725265436,0.562519922782085
292,0.4490534612239571,0.550941610748414
293,0.46460657715331766,0.5353961716371123
294,0.40988278748191076,0.5901167771988548
295,0.40132224677916384,0.5986798689747229
296,0.47566931271285284,0.5243278113461565
297,0.4386471508507384,0.5613529213395668
298,0.37353502070904654,0.626471305382438
299,0.46797195964842103,0.5320253068068996
300,0.43423403400491223,0.5657533817336662
301,0.4022314354963601,0.5977658483409323
302,0.46035220190969994,0.5396534472203348
303,0.4243500758688606,0.5756583869713359
304,0.44954579783487136,0.5504514912352897
305,0.42820989444328006,0.5717920578364283
306,0.43470637447258925,0.5652937467157608
307,0.43062613957721624,0.5693608585960465
308,0.42309195127221755,0.5768994775298052
309,0.39606325465923875,0.6039344121329486
310,0.4373214233270846,0.5626742979418486
311,0.4380254492035601,0.5619584220962133
312,0.43153964359138625,0.5684622932744969
313,0.45635674622608347,0.5436411379743368
314,0.4102574754323723,0.5897417449054774
315,0.42721188968396745,0.5727879090839997
316,0.44627277514955493,0.5537268694129307
317,0.44831584929532253,0.5516727877085941
318,0.46357224706560374,0.5364212690993736
319,0.411410406015857,0.58858912284486
320,0.4663571092703205,0.5336485399247612
321,0.46372753963863944,0.5362700469084303
322,0.39009954225213733,0.6099000684237308
323,0.45071606215409704,0.5492834507790394
324,0.46240296157775446,0.5375924267317168
325,0.44181345852906817,0.5581904369650874
326,0.42786999808122345,0.5721296779811382
327,0.44565958212158874,0.5543412961706053
328,0.41209747036919,0.5878642068943009
329,0.4619739328122887,0.5380281532916706
330,0.39969309911306483,0.6003107843734324
331,0.4587009423732525,0.5413017474517983
332,0.47296109338814857,0.5270248751086183
333,0.42103884774740435,0.578968181008604
334,0.43864399839862017,0.561349053553422
335,0.42569281163450795,0.5743082251766464
336,0.459879380199709,0.5401221628626809
337,0.4433750681436504,0.5566228609951213
